Date,EFA,GLD,IEF,SPY,UUP
2007-04-30,0.037483599989433625,0.02053542010936238,0.006064907618477999,0.04429605724710983,-0.012101767373554395
2007-05-31,0.02362305101087303,-0.023103227112383773,-0.013934392199985268,0.03391986738004893,0.017558154941040627
2007-06-30,-0.0032086791458491026,-0.01937754431980876,-0.0046770503583237755,-0.014620611088474011,-0.0016052633292193974
2007-07-31,-0.022904540141192475,0.023650293322754035,0.022568346247474613,-0.03131039941667435,-0.009244173427344737
2007-08-31,-0.006335839235432572,0.011095846137414656,0.022629992167369162,0.012832664728428922,0.005679585657085928
2007-09-30,0.053175383685894806,0.1050812664749683,0.0008832037500074996,0.038714981671867044,-0.029850764408999586
2007-10-31,0.04249918184606938,0.0695143580717299,0.010769211400442513,0.013566332133435388,-0.012474033310603039
2007-11-30,-0.03623691199262635,-0.016535271004099905,0.04047701174886331,-0.03873307746816357,0.0029474059353689075
2007-12-31,-0.029812802542051542,0.06647697115798756,0.0005048235406386326,-0.011260449538945672,0.00326401731779824
2008-01-31,-0.0784714563065313,0.10841623260567879,0.03355878944000401,-0.06046087610475015,-0.010970447766549873
2008-02-29,-0.01022907239409232,0.052297578769114894,0.012392370697664523,-0.025842631616422196,-0.020904499611098193
2008-03-31,0.004189580963217532,-0.059991647169457374,0.013374217894675189,-0.008942254653297343,-0.023965311151539326
2008-04-30,0.05438091624781638,-0.0415883418198143,-0.024174417918792046,0.04766238432107506,0.009375118324121079
2008-05-31,0.011871885296829587,0.009232491728512704,-0.01777447665701737,0.015116724189335295,0.004422760881998444
2008-06-30,-0.08786795830022986,0.0451687217321981,0.011459419253057712,-0.08357612314081475,-0.009687209397887586
2008-07-31,-0.033202373419825126,-0.014442009549096912,0.007205313440029393,-0.00898591880178956,0.010226543964082513
2008-08-31,-0.042475886112725125,-0.09291743535130026,0.015266489408676476,0.015453470114527024,0.0536973410821453
2008-09-30,-0.11436238911891239,0.04112104574714248,-0.0014033802450366117,-0.09417325288140321,0.0208854512706087
2008-10-31,-0.2083481030640948,-0.1613965370422935,-0.008628799519408314,-0.1651864649096194,0.0842879703323951
2008-11-30,-0.06371987489716491,0.1257359360970265,0.0775387387639277,-0.06960680898780502,0.001886766759355618
2008-12-31,0.08868388661145676,0.07732535516442862,0.05156204691806221,0.009796486332490417,-0.06380512509739411
2009-01-31,-0.13731613884010552,0.05536293459751551,-0.03887255068702122,-0.08211467638901992,0.05103261174625051
2009-02-28,-0.10387577696811412,0.014456244990885825,-0.007348665061596149,-0.10744865965753381,0.02042407199881957
2009-03-31,0.08390963062847501,-0.02536973490015282,0.03313732255848145,0.08330981356085698,-0.03172213461125595
2009-04-30,0.1151905397901154,-0.03334074188003566,-0.02745288878958496,0.0993469477895994,-0.011700543104023242
2009-05-31,0.13191776626029883,0.10232612179073874,-0.02077255021583624,0.05845333315686729,-0.06353584962678893
2009-06-30,-0.014048987956548076,-0.052182918942994094,-0.0055718482277701264,-0.0006547877488486398,0.0071638901757489215
2009-07-31,0.10041472733592771,0.023799058583926502,0.008318228007383466,0.07460556285187869,-0.02426792656037613
2009-08-31,0.04503077776162967,0.0005356513398515617,0.007633043064090739,0.03693951833902909,-0.002572759162309257
2009-09-30,0.037964635145647296,0.0583511441028417,0.011243291965665314,0.03545707293221789,-0.0202063103996708
2009-10-31,-0.02523745451713555,0.03722812708124823,-0.001378852829070798,-0.019224861113437575,-0.003949085756442372
2009-11-30,0.03921198603810705,0.12786502259277088,0.02017188127346481,0.06160653095845614,-0.023348019615011872
2009-12-31,0.007096321717276366,-0.07203391451937646,-0.044028117498630226,0.01910109433934193,0.041046420020081964
2010-01-31,-0.05065138524816515,-0.012580360682460823,0.0237014816041492,-0.03634271028798086,0.01603114745033074
2010-02-28,0.0026679732629824038,0.03274821867388655,0.003318729868785786,0.031194584952986215,0.008102423970221873
2010-03-31,0.06385383736964023,-0.004386396377547008,-0.010567824907808387,0.06087998235458647,0.006768142771710783
2010-04-30,-0.028045777660638094,0.058834362933984474,0.016526943925659454,0.015470087171634894,0.00672264296432501
2010-05-31,-0.11192784649292342,0.030513146883171416,0.029331304757128418,-0.07945466495882936,0.057596005889700486
2010-06-30,-0.02061941432293224,0.023553189068376224,0.03048344719597007,-0.05174120904462565,-0.011049693391438797
2010-07-31,0.11610392061782204,-0.050871157346166984,0.009096409844950637,0.06830117068247366,-0.052673632261975634
2010-08-31,-0.037950176790341184,0.05706125282865315,0.033560104018962145,-0.044980648201831674,0.016006895242440367
2010-09-30,0.09971968908656903,0.047755584400488216,-3.01366909567502e-05,0.08955483726229452,-0.05306800278522106
2010-10-31,0.038055474986227855,0.03682269814892791,-7.075314508531161e-05,0.038202242058596125,-0.020577977916979573
2010-11-30,-0.0482373782917036,0.021112978094167678,-0.008981640042156736,0.0,0.050514153720286226
2010-12-31,0.08308080929245332,0.024368653791006833,-0.03430988139845226,0.06685202665176604,-0.03361716341302612
2011-01-31,0.02095481017649048,-0.06379762129208244,-0.00021277815805675893,0.02330018086409491,-0.01541164543564122
2011-02-28,0.03549796681206807,0.05998312803425154,-0.0020842019860435324,0.03473752209323555,-0.012075089232945868
2011-03-31,-0.023882860201421163,0.01598138086384293,-0.0015453722724756425,0.00012014159630879817,-0.013580789090801182
2011-04-30,0.05625812346397341,0.08944654978008071,0.01841214968224314,0.028961056555853792,-0.03854989210812365
2011-05-31,-0.022060924465258536,-0.017916885312225905,0.025056314482098774,-0.011214246514722137,0.01861582857094901
2011-06-30,-0.01210734255670498,-0.024325042799353547,-0.005044358485511435,-0.01686982361984357,-0.0056232572759764565
2011-07-31,-0.02377798849153301,0.08417803620638908,0.03169493648182953,-0.02000461816090282,-0.00895368800985652
2011-08-31,-0.08754907273292312,0.12274943937515781,0.04651349442798236,-0.05497576742226262,0.0019018684516740603
2011-09-30,-0.10808284942628599,-0.11062347246832638,0.022370448466910275,-0.06942030859021897,0.058851531024677994
2011-10-31,0.09627496429779558,0.0587118747477946,-0.012864729638562,0.10914696994338402,-0.03316908471914792
2011-11-30,-0.02176420410443758,0.016672693952307194,0.005798569035511125,-0.004064029714374362,0.022716699894310244
2011-12-31,-0.02174961219845839,-0.10662433944055594,0.0198772134293157,0.010448289421942647,0.018585665390542516
2012-01-31,0.052695433988911855,0.11395480912860867,0.008619571407865179,0.046374685258623094,-0.015576256248192588
2012-02-29,0.048331308406212914,-0.029649780549572347,-0.010998270128577126,0.04340557429837766,-0.007233429840994621
2012-03-31,0.004207975817062337,-0.013208340481005276,-0.01591242637154,0.03216352235781983,-0.0022768127740228072
2012-04-30,-0.020768899652079287,-0.0014803247076433657,0.025091680912343817,-0.00667513493759897,-0.004564016960161288
2012-05-31,-0.11144186117950738,-0.06338034010471139,0.02869475096255547,-0.0600560545147818,0.05410364307082505
2012-06-30,0.07043347040418202,0.02354575543588089,-0.00414261026594176,0.040580766170747795,-0.022618622237944197
2012-07-31,0.0008005957159942234,0.008376847936764742,0.014011100678233745,0.011830028857058084,0.010680936908318062
2012-08-31,0.03200014271929352,0.04939609851235338,-0.001172677647264475,0.025052090271442617,-0.018053710734466044
2012-09-30,0.02713147353769929,0.046705627280061,-0.0034826199465481933,0.0253512274196257,-0.017040421460096766
