Date,SPY,GLD,UUP,IEF,EFA
2007-05-31,0.03392024417846873,-0.023103227112383773,0.017558249578861762,-0.013935198428534412,0.02362296814338749
2007-06-30,-0.014620611088474011,-0.01937754431980876,-0.0016052631799221562,-0.004676755422681533,-0.00320851385041232
2007-07-31,-0.03131047095877282,0.023650293322754035,-0.009244265720566136,0.02256865416866316,-0.022904706502489103
2007-08-31,0.012832591821660744,0.011095846137414656,0.005679585657085928,0.02263035990348694,-0.00633567005310276
2007-09-30,0.03871498731796552,0.1050812664749683,-0.029850764408999586,0.0008829171146165216,0.0531752980125586
2007-10-31,0.013566474440078968,0.0695143580717299,-0.012474033310603039,0.010769926725012313,0.04249926665092851
2007-11-30,-0.038732592638920704,-0.016535271004099905,0.0029473083488398277,0.04047563846811242,-0.03623706805537541
2007-12-31,-0.01126116438041802,0.06647697115798756,0.003264114935142892,0.0005060481597327637,-0.02981264543901707
2008-01-31,-0.06046088932259486,0.10841623260567879,-0.010970544749742128,0.033558972855682434,-0.0784714563065313
2008-02-29,-0.025842637629655885,0.052297578769114894,-0.020904501660971575,0.01239203203896655,-0.010229434632610501
2008-03-31,-0.008942097549677341,-0.059991647169457374,-0.023965213399134933,0.013373367197613062,0.004190039974417914
2008-04-30,0.04766230781201153,-0.0415883418198143,0.009375118324121079,-0.024174106653423455,0.05438136686199946
2008-05-31,0.015116189724840412,0.009232491728512704,0.004422862540640615,-0.017774674928462852,0.011871619898003338
2008-06-30,-0.08357565117230015,0.0451687217321981,-0.009687410839434918,0.011459823660134871,-0.08786819199017282
2008-07-31,-0.008985425699854055,-0.014442009549096912,0.010226749411373026,0.007205973810022082,-0.033202373419825126
2008-08-31,0.015453631328875117,-0.09291743535130026,0.05369723448331598,0.015266017765924733,-0.04247607979856671
2008-09-30,-0.09417361615837605,0.04112104574714248,0.020885547281546346,-0.0014037031506394237,-0.11436210883517106
2008-10-31,-0.16518681168431637,-0.1613965370422935,0.08428796240538783,-0.008628475705470762,-0.2083483076688354
2008-11-30,-0.06960607335843139,0.1257359360970265,0.0018866798597791945,0.07753734158171288,-0.063719956216021
2008-12-31,0.009795899644274408,0.07732535516442862,-0.06380529824257641,0.05156294569362019,0.08868436932126378
2009-01-31,-0.08211428232129592,0.05536293459751551,0.05103289860305882,-0.038871805680982696,-0.13731603893009736
2009-02-28,-0.10744919116164209,0.014456244990885825,0.020423806253362153,-0.007348660212717628,-0.10387623502824561
2009-03-31,0.08331089249698298,-0.02536973490015282,-0.03172205385968674,0.03313627324322965,0.08391001211510551
2009-04-30,0.09934590249003428,-0.03334074188003566,-0.01170045509932438,-0.027452839933428397,0.11519052033543842
2009-05-31,0.05845311063320846,0.10232612179073874,-0.06353575952597601,-0.02077171447955939,0.13191751911268934
2009-06-30,-0.0006546763979445869,-0.052182918942994094,0.007163793272651819,-0.005572520738956643,-0.014049055794433607
2009-07-31,0.07460569957233831,0.023799058583926502,-0.024267735501419474,0.00831724085029073,0.10041487666502813
2009-08-31,0.03694004582159183,0.0005356513398515617,-0.0025728565639563383,0.007634950294542975,0.045030901081086094
2009-09-30,0.035456962010848914,0.0583511441028417,-0.02020650473219565,0.011242675200974217,0.037964866676728715
2009-10-31,-0.019225341509783833,0.03722812708124823,-0.003948985969769225,-0.0013783115710305216,-0.025237900666879032
2009-11-30,0.06160674664777788,0.12786502259277088,-0.023348019615011872,0.02017042201956798,0.03921210724444446
2009-12-31,0.01910118910842118,-0.07203391451937646,0.041046420020081964,-0.04402820767812743,0.007096097253131317
2010-01-31,-0.036342619038146395,-0.012580360682460823,0.01603124637383524,0.023702981961970515,-0.050651062213651676
2010-02-28,0.0311947713814531,0.03274821867388655,0.008102325818688527,0.003318968841172998,0.002667503401583282
2010-03-31,0.06087941462348545,-0.004386396377547008,0.006768142771710783,-0.01056919754191854,0.06385421102092592
2010-04-30,0.015470437417181016,0.058834362933984474,0.00672264296432501,0.016527559314321483,-0.028045777660638094
2010-05-31,-0.07945448770938601,0.030513146883171416,0.057596005889700486,0.02933237672242539,-0.11192807293927587
2010-06-30,-0.051741102076047985,0.023553189068376224,-0.011049603290625876,0.030482483075606526,-0.02061922834072949
2010-07-31,0.0683006557647261,-0.050871157346166984,-0.05267380967804158,0.009096069823243846,0.11610399326357945
2010-08-31,-0.04498065231328574,0.05706125282865315,0.016006992955207355,0.033560777616963744,-0.03795035174367234
2010-09-30,0.08955465441348265,0.047755584400488216,-0.05306800278522106,-3.056874170093149e-05,0.0997197678393329
2010-10-31,0.038202164282746365,0.03682269814892791,-0.020577977916979573,-7.129323772836482e-05,0.038055258695369965
2010-11-30,0.0,0.021112978094167678,0.050513949593829155,-0.0089813198399461,-0.048237181257205775
2010-12-31,0.06685255694317527,0.024368653791006833,-0.033616878478653356,-0.034309776131678404,0.0830808185629488
2011-01-31,0.023299939241411494,-0.06379762129208244,-0.015411744421427453,-0.00021277815805675893,0.020954812335353568
2011-02-28,0.03473729227609956,0.05998312803425154,-0.01207519134182089,-0.002083411660263379,0.03549827312462028
